"PRODUCT_ID","PRODUCT_NAME","PRICE","CATEGORY","PRD_INFO","STOCK","PRD_DETAIL","IMAGE_URL","PHOTO_THUMB"
"PD_00067","[팜투유] 새콤달콤 고당도 국내산 블루베리 생과, 중과 100g, 1개 - 블루베리",12280,"과일","블루베리는 눈의 피로를 풀어주고 시력 개선에 도움을 주는 과일이다. 항산화 작용에도 도움을 준다. 국내산으로 사이즈별로 제공을 한다. 모든 과정을 꼼꼼하게 관리하고 있어 품질에 자신이 있다.",200,"/projectPhoto/과일/블루베리/[팜투유] 새콤달콤 고당도 국내산 블루베리 생과, 중과 100g, 1개 - 블루베리/상세정보.png","productImage/PROJECT_PHOTO/과일/블루베리/[팜투유] 새콤달콤 고당도 국내산 블루베리 생과, 중과 100g, 1개 - 블루베리/main.jpg","productImage/PROJECT_PHOTO/fruit/blueberry/farmtoyou/"
"PD_00001","[린디]린디 프리미엄 생라임 상큼한 멕시코산 라임 모히또 라임청용 과일 ",24810,"과일","멕시코 라임은 페르시안 라임과 달리 특별한 풍미를 가지고 있어, 주로 주류나 음료수에 첨가하여 이국적인 맛을 더해줍니다. 비타민 C가 풍부하여 건강에 좋은 라임차로도 즐길 수 있습니다.",200,"/projectPhoto/과일/라임/우리존 후레쉬 라임 2kg 24입 -5kg 60입, 01.생라임2kg(..., 1박스 - 라임 _ 쿠팡/상세정보.jpg","productImage/PROJECT_PHOTO/과일/라임/우리존 후레쉬 라임 2kg 24입 -5kg 60입, 01.생라임2kg(..., 1박스 - 라임 _ 쿠팡/main.jpg","productImage/PROJECT_PHOTO/fruit/lime/woorizone/"
"PD_00002","곰곰 페르시안 라임, 1kg, 2개 - 라임 ",18700,"과일","페르시안 라임은 우리가 흔히 알고 있는 라임 종류입니다. 비타민 C가 풍부하고 맛과 향 역시 강하기 때문에 생라임으로도 먹고 각종 요리에 첨가해서 먹기도 합니다.",200,"/projectPhoto/과일/라임/곰곰 페르시안 라임, 1kg, 2개 - 라임 _ 쿠팡/상세정보.png","productImage/PROJECT_PHOTO/과일/라임/곰곰 페르시안 라임, 1kg, 2개 - 라임 _ 쿠팡/main.jpg","productImage/PROJECT_PHOTO/fruit/lime/gomgom/"
"PD_00003","만나다 멕시코 라임, 1kg, 2개 - 라임 ",36270,"과일","흔치 않은 멕시코 라임으로 특별한 음료를 만들어 보세요. 각종 칵테일이나 에이드에 넣어 상큼함을 더하고, 따뜻하게 차로 우려내어 건강을 챙기는 데도 좋습니다.",200,"/projectPhoto/과일/라임/만나다 멕시코 라임, 1kg, 2개 - 라임 _ 쿠팡/상세정보.png","productImage/PROJECT_PHOTO/과일/라임/만나다 멕시코 라임, 1kg, 2개 - 라임 _ 쿠팡/main.jpg","productImage/PROJECT_PHOTO/fruit/lime/mannada/"
"PD_00005","코스트코 생 라임 1KG 멕시코산 + 더메이런알콜티슈 - 라임",18890,"과일","특별한 용도로 주로 사용되는 멕시코 라임입니다. 강한 맛과 향 덕분에 주류나 음료에 소량만 첨가해도 풍미가 살아나며, 비타민 C가 풍부하여 건강한 음료로도 즐길 수 있습니다.",200,"/projectPhoto/과일/라임/코스트코 생 라임 1KG 멕시코산 + 더메이런알콜티슈 - 라임/상세정보.png","productImage/PROJECT_PHOTO/과일/라임/코스트코 생 라임 1KG 멕시코산 + 더메이런알콜티슈 - 라임/main.jpg","productImage/PROJECT_PHOTO/fruit/lime/costco/"
"PD_00006","델몬트 필리핀 바나나, 1.4kg 내외, 1개 - 바나나",4890,"과일","원산지가 필리핀인 필리핀 바나나는 칼륨이 많고, 식이섬유가 풍부하여 나트륨이 많은 식단을 먹었을 때 도움을 줄 수 있다.",200,"/projectPhoto/과일/바나나/델몬트 필리핀 바나나, 1.4kg 내외, 1개 - 바나나/상세정보.png","productImage/PROJECT_PHOTO/과일/바나나/델몬트 필리핀 바나나, 1.4kg 내외, 1개 - 바나나/main.jpg","productImage/PROJECT_PHOTO/fruit/banana/delmonte/"
"PD_00007","[산지직송] 제주 김순일님의 무농약 바나나 1.5kg_2.5kg_5kg, 1.5kg, 1개 - 바나나",22900,"과일","제주도에서 생산된 바나나로 농약을 치지 않았으며 녹진한 맛이 일품인 바나나다.",200,"/projectPhoto/과일/바나나/[산지직송] 제주 김순일님의 무농약 바나나 1.5kg_2.5kg_5kg, 1.5kg, 1개 - 바나나/상세정보.png","productImage/PROJECT_PHOTO/과일/바나나/[산지직송] 제주 김순일님의 무농약 바나나 1.5kg_2.5kg_5kg, 1.5kg, 1개 - 바나나/main.jpg","productImage/PROJECT_PHOTO/fruit/banana/sanzi/"
"PD_00008","미스터유 베트남 바나나 고당도 후숙 완숙 당일발송 소포장 대용량 가정용 선물용, 13kg 6수 6송..., 1박스 - 바나나",28900,"과일","베트남에서 생산된 바나나 역시 칼륨이 많고, 식이섬유가 풍부하여 나트륨이 많은 식단을 먹었을 때 도움을 줄 수 있다.",200,"/projectPhoto/과일/바나나/미스터유 베트남 바나나 고당도 후숙 완숙 당일발송 소포장 대용량 가정용 선물용, 13kg 6수 6송..., 1박스 - 바나나/상세정보.png","productImage/PROJECT_PHOTO/과일/바나나/미스터유 베트남 바나나 고당도 후숙 완숙 당일발송 소포장 대용량 가정용 선물용, 13kg 6수 6송..., 1박스 - 바나나/main.jpg","productImage/PROJECT_PHOTO/fruit/banana/mryou/"
"PD_00009","스텔라나 베트남산 고산지 바나나, 1.2kg, 1개 - 바나나",3510,"과일","스텔라나 바나나 역시 베트남에서 생산된 바나나로 칼륨이 많고, 식이섬유가 풍부하여 나트륨이 많은 식단을 먹었을 때 도움을 줄 수 있다.",200,"/projectPhoto/과일/바나나/스텔라나 베트남산 고산지 바나나, 1.2kg, 1개 - 바나나/상세정보.png","productImage/PROJECT_PHOTO/과일/바나나/스텔라나 베트남산 고산지 바나나, 1.2kg, 1개 - 바나나/main.jpg","productImage/PROJECT_PHOTO/fruit/banana/stellana/"
"PD_00010","프루미츠 알뜰 바나나 - 바나나",9400,"과일","필리핀이 원산지로 큰 크기이지만 높은 당도와 쫄깃한 식감이 특징이다. 이 역시 칼륨과 식이섬유가 풍부하다.",200,"/projectPhoto/과일/바나나/프루미츠 알뜰 바나나 - 바나나/상세정보.png","productImage/PROJECT_PHOTO/과일/바나나/프루미츠 알뜰 바나나 - 바나나/main.jpg","productImage/PROJECT_PHOTO/fruit/banana/frumitz/"
"PD_00012","[재구매율96%] 기간한정특가 아삭달콤 꿀brix 부사사과, 2kg, 1박스 - 사과",17000,"과일","당도 높은 사과를 찾는다면 바로 이 부사 사과입니다. 14brix의 높은 당도로 맛이 매우 뛰어나며, 비타민과 식이섬유가 풍부해 건강한 간식으로 추천합니다.",200,"/projectPhoto/과일/사과/[재구매율96%] 기간한정특가 아삭달콤 꿀brix 부사사과, 2kg, 1박스 - 사과/상세정보.png","productImage/PROJECT_PHOTO/과일/사과/[재구매율96%] 기간한정특가 아삭달콤 꿀brix 부사사과, 2kg, 1박스 - 사과/main.jpg","productImage\PROJECT_PHOTO\fruit\apple\apple2\"
"PD_00013","대동농수산 청송 고당도 꿀사과, 부사 꿀 사과 소꼬..., 1박스 - 사과 ",32900,"과일","크고 둥근 모양에 매끈한 붉은색이 매력적인 부사 사과입니다. 일반 사과보다 당도가 높아 더욱 달콤하며, 비타민 C와 식이섬유가 풍부하여 건강에도 좋습니다.",200,"/projectPhoto/과일/사과/대동농수산 청송 고당도 꿀사과, 부사 꿀 사과 소꼬..., 1박스 - 사과/상세정보.png","productImage/PROJECT_PHOTO/과일/사과/대동농수산 청송 고당도 꿀사과, 부사 꿀 사과 소꼬..., 1박스 - 사과/main.jpg","productImage/PROJECT_PHOTO/fruit/apple/apple3/"
"PD_00016","[굿피플] 골드망고 태국망고 냉동망고 열대과일 남독마이망고 mango, 골드망고(태국남독마..., 1박스 - 망고",50950,"과일","남독마이 망고는 태국 원산지에 씨가 얇은 망고이며, 당도가 높고 비타민 A, C가 풍부하지만 옻나무과 열매라서 알레르기에 주의해야 한다.",200,"/projectPhoto/과일/망고/[굿피플] 골드망고 태국망고 냉동망고 열대과일 남독마이망고 mango, 골드망고(태국남독마..., 1박스 - 망고/상세정보.png","productImage/PROJECT_PHOTO/과일/망고/[굿피플] 골드망고 태국망고 냉동망고 열대과일 남독마이망고 mango, 골드망고(태국남독마..., 1박스 - 망고/main.jpg","productImage/PROJECT_PHOTO/fruit/mango/goodpeople/"
"PD_00017","농장에서바로 프리미엄 망고, 1.5kg (3-4..., 1박스 - 망고 ",30900,"과일","무지개 망고라고도 불리는 마하차녹 망고는 남독마이 망고보다는 당도가 약간 낮지만 망고 특유의 향이 진하다. 역시 씨가 작으며 옻나무과 열매라 알레르기에 주의해야 한다.",200,"/projectPhoto/과일/망고/농장에서바로 프리미엄 망고, 1.5kg (3-4..., 1박스 - 망고/상세정보.png","productImage/PROJECT_PHOTO/과일/망고/농장에서바로 프리미엄 망고, 1.5kg (3-4..., 1박스 - 망고/main.jpg","productImage/PROJECT_PHOTO/fruit/mango/farm/"
"PD_00018","태국산 골드망고 생과 남독마이 망고 고당도 망고생과 생망고 망고퓨레 망고푸딩 명절선물 과일선물 열대과일",44500,"과일","골드망고 역시 남독마이 망고라고 불리며, 남독마이 망고는 태국 원산지에 씨가 얇은 망고이며, 당도가 높고 비타민 A, C가 풍부하지만 옻나무과 열매라서 알레르기에 주의해야 한다.",200,"/projectPhoto/과일/망고/태국산 골드망고 생과 남독마이 망고 고당도 망고생과 생망고 망고퓨레 망고푸딩 명절선물 과일선물 열대과일/상세정보.png","productImage/PROJECT_PHOTO/과일/망고/태국산 골드망고 생과 남독마이 망고 고당도 망고생과 생망고 망고퓨레 망고푸딩 명절선물 과일선물 열대과일/main.jpg","productImage/PROJECT_PHOTO/fruit/mango/taegook goldmango/"
"PD_00019","태국산 남독마이 망고 XL, 1.1kg(3입), 1개 - 망고",20010,"과일","남독마이 망고는 태국 원산지에 씨가 얇은 망고이며, 당도가 높고 비타민 A, C가 풍부하지만 옻나무과 열매라서 알레르기에 주의해야 한다.",200,"/projectPhoto/과일/망고/태국산 남독마이 망고 XL, 1.1kg(3입), 1개 - 망고/상세정보.jpg","productImage/PROJECT_PHOTO/과일/망고/태국산 남독마이 망고 XL, 1.1kg(3입), 1개 - 망고/main.jpg","productImage/PROJECT_PHOTO/fruit/mango/tagook namdok/"
"PD_00020","항공직수입 프리미엄 태국 마하차녹 무지개망고 5kg (10~16입) - 망고",91000,"과일","무지개 망고라고도 불리는 마하차녹 망고는 남독마이 망고보다는 당도가 약간 낮지만 망고 특유의 향이 진하다. 역시 씨가 작으며 옻나무과 열매라 알레르기에 주의해야 한다.",200,"/projectPhoto/과일/망고/항공직수입 프리미엄 태국 마하차녹 무지개망고 5kg (10~16입) - 망고/상세정보.jpg","productImage/PROJECT_PHOTO/과일/망고/항공직수입 프리미엄 태국 마하차녹 무지개망고 5kg (10~16입) - 망고/main.jpg","productImage/PROJECT_PHOTO/fruit/mango/airplane/"
"PD_00022","[소비자선택 1위] 청포도향 가득 국내산 샤인머스캣 2kg, 껍질째 아삭 샤인머..., 1개 - 포도",35900,"과일","노화 방지에 좋은 영양 성분이 가득하며, 피로 회복에 도움을 주는 과일입니다. 아삭한 식감과 씨가 없어 먹기 편한 것이 큰 장점입니다.",200,"/projectPhoto/과일/청포도/[소비자선택 1위] 청포도향 가득 국내산 샤인머스캣 2kg, 껍질째 아삭 샤인머..., 1개 - 포도/상세정보.png","productImage/PROJECT_PHOTO/과일/청포도/[소비자선택 1위] 청포도향 가득 국내산 샤인머스캣 2kg, 껍질째 아삭 샤인머..., 1개 - 포도/main.jpg","productImage/PROJECT_PHOTO/fruit/grape/sobija/"
"PD_00023","곰곰 샤인머스캣 - 포도",17980,"과일","풍부한 식이섬유가 장 건강을 개선하고 변비 예방에 도움을 줍니다. 껍질째 먹는 즐거움과 씨 없는 편리함을 모두 갖춘 건강한 과일입니다.",200,"/projectPhoto/과일/청포도/곰곰 샤인머스캣 - 포도/상세정보.png","productImage/PROJECT_PHOTO/과일/청포도/곰곰 샤인머스캣 - 포도/main.jpg","productImage/PROJECT_PHOTO/fruit/grape/gomgom/"
"PD_00024","달콤아삭 국내산 씨없는 포도 샤인머스켓, 2kg(3-4수,특..., 1세트 - 포도",38800,"과일","껍질째 먹어도 전혀 부담 없는 부드러운 맛과 아삭한 식감을 자랑합니다. 피로 회복과 노화 방지에 효과적이며, 장 건강에도 도움을 주는 영양 만점의 과일입니다.",200,"/projectPhoto/과일/청포도/달콤아삭 국내산 씨없는 포도 샤인머스켓, 2kg(3-4수,특..., 1세트 - 포도/상세정보.png","productImage/PROJECT_PHOTO/과일/청포도/달콤아삭 국내산 씨없는 포도 샤인머스켓, 2kg(3-4수,특..., 1세트 - 포도/main.jpg","productImage/PROJECT_PHOTO/fruit/grape/dalkomasak/"
"PD_00025","달콩마트 산지직송 고당도 특품 샤인머스켓, 2kg(특품), 1박스 - 포도",37900,"과일","온 가족이 안심하고 즐길 수 있는 씨 없는 과일입니다. 아삭한 식감과 함께 피로 회복과 장 건강을 챙길 수 있습니다.",200,"/projectPhoto/과일/청포도/달콩마트 산지직송 고당도 특품 샤인머스켓, 2kg(특품), 1박스 - 포도/상세정보.png","productImage/PROJECT_PHOTO/과일/청포도/달콩마트 산지직송 고당도 특품 샤인머스켓, 2kg(특품), 1박스 - 포도/main.jpg","productImage/PROJECT_PHOTO/fruit/grape/dalcongmart/"
"PD_00027","과일꾼 산지직송 나주배, 가정용 3kg 8과..., 1박스 - 배 ",16900,"과일","나주의 최적 환경에서 재배되어 탁월한 품질을 자랑하는 배입니다. 높은 당도로 시원하고 달콤하며, 부드러운 과육과 아삭한 식감을 동시에 느낄 수 있습니다.",200,"/projectPhoto/과일/배/과일꾼 산지직송 나주배, 가정용 3kg 8과..., 1박스 - 배/상세정보.jpg","productImage/PROJECT_PHOTO/과일/배/과일꾼 산지직송 나주배, 가정용 3kg 8과..., 1박스 - 배/main.jpg","productImage/PROJECT_PHOTO/fruit/pear/fruitggoon/"
"PD_00028","나주로농산 자연진리 나주배 가정용_선물세트, 나주배 가정용 5k..., 1개 - 배 ",14900,"과일","고품질 배의 명산지인 나주에서 길러 더욱 특별합니다. 달콤하고 시원한 맛과 함께 부드럽고 아삭한 식감이 조화롭게 어우러져 먹는 즐거움을 더해줍니다.",200,"/projectPhoto/과일/배/나주로농산 자연진리 나주배 가정용_선물세트, 나주배 가정용 5k..., 1개 - 배/상세정보.png","productImage/PROJECT_PHOTO/과일/배/나주로농산 자연진리 나주배 가정용_선물세트, 나주배 가정용 5k..., 1개 - 배/main.jpg","productImage/PROJECT_PHOTO/fruit/pear/najooro/"
"PD_00029","셀링크 농협 고당도 나주배 가정용 선물용 세트, 셀링크 나주배(8-..., 1개 - 배",63000,"과일","시원하고 달콤한 맛이 일품인 나주산 배입니다. 다른 배와 유사한 성분을 가지고 있지만, 특히 더 높은 당도를 자랑합니다. 부드러운 식감 속에 아삭함을 느낄 수 있습니다.",200,"/projectPhoto/과일/배/셀링크 농협 고당도 나주배 가정용 선물용 세트, 셀링크 나주배(8-..., 1개 - 배/상세정보.png","productImage/PROJECT_PHOTO/과일/배/셀링크 농협 고당도 나주배 가정용 선물용 세트, 셀링크 나주배(8-..., 1개 - 배/main.jpg","productImage/PROJECT_PHOTO/fruit/pear/cellink/"
"PD_00030","[푸드빌리지] 과일천하 나주배 5kg_7.5kg 가정용 선물용 선물세트, 5kg 가정용 8-..., 1박스 - 배",42900,"과일","배를 재배하기에 최적의 조건을 갖춘 나주에서 생산된 고품질 배입니다. 부드러우면서도 아삭한 식감이 뛰어나며, 높은 당도로 시원하고 달콤한 맛을 즐길 수 있습니다.",200,"/projectPhoto/과일/배/[푸드빌리지] 과일천하 나주배 5kg_7.5kg 가정용 선물용 선물세트, 5kg 가정용 8-..., 1박스 - 배/상세정보.png","productImage/PROJECT_PHOTO/과일/배/[푸드빌리지] 과일천하 나주배 5kg_7.5kg 가정용 선물용 선물세트, 5kg 가정용 8-..., 1박스 - 배/main.jpg","productImage/PROJECT_PHOTO/fruit/pear/foodvillage/"
"PD_00031","[만식이] 여름딸기 고랭지 생딸기 330g내외 - 딸기",17900,"과일","해발 500M 이상의 높은 산지에서 생산된 딸기를 말하며 신맛이 적고 단맛이 강하며 쉽게 물러지지 않는 것이 특징이며, 서늘한 환경덕분에 여름 딸기로 주로 출하한다. 딸기는 피부건강, 노화방지 및 면역력 증가에 도움을 준다.",200,"/projectPhoto/과일/딸기/[만식이] 여름딸기 고랭지 생딸기 330g내외 - 딸기/상세정보.png","productImage/PROJECT_PHOTO/과일/딸기/[만식이] 여름딸기 고랭지 생딸기 330g내외 - 딸기/main.jpg","productImage/PROJECT_PHOTO/fruit/strawberry/Mansik/"
"PD_00032","[재구매1위]천사푸드 GAP인증 첫수확 설향딸기 16brix 고당도 특품 딸기, 일반 750g, 1개",48000,"과일","GAP 인증을 받은 딸기로 일반적인 딸기지만 관리가 철저히 된만큼 믿고 먹을 수 있다. 단단하지는 않지만 과즙이 풍부하며 상큼한 맛이 있다. 딸기는 피부건강, 노화방지 및 면역력 증가에 도움을 준다.",200,"/projectPhoto/과일/딸기/[재구매1위]천사푸드 GAP인증 첫수확 설향딸기 16brix 고당도 특품 딸기, 일반 750g, 1개/상세정보.png","productImage/PROJECT_PHOTO/과일/딸기/[재구매1위]천사푸드 GAP인증 첫수확 설향딸기 16brix 고당도 특품 딸기, 일반 750g, 1개/main.jpg","productImage/PROJECT_PHOTO/fruit/strawberry/angel/"
"PD_00033","마음담은딸기 웰빙그린딸기 냉동딸기 (설향)_웰빙그린딸기, 3kg, 1개 - 딸기",20000,"과일","GAP 인증을 받은 딸기를 급냉하여 제공한다. 수정 벌을 이용하여 자연 수정된 딸기를 수확하고 있으며, 하이베드 재배 농법을 통해 각종 질병으로부터 안전하게 키우고 있다. 냉동하였기에 딸기청, 주스 등으로 만들어 먹을수도 있다. 딸기는 피부건강, 노화방지 및 면역력 증가에 도움을 준다.",200,"/projectPhoto/과일/딸기/마음담은딸기 웰빙그린딸기 냉동딸기 (설향)_웰빙그린딸기, 3kg, 1개 - 딸기/상세정보.jpg","productImage/PROJECT_PHOTO/과일/딸기/마음담은딸기 웰빙그린딸기 냉동딸기 (설향)_웰빙그린딸기, 3kg, 1개 - 딸기/main.jpg","productImage/PROJECT_PHOTO/fruit/strawberry/Maeum/"
"PD_00034","맛가득 프리미엄 여름딸기 500g 1kg 2kg, 여름딸기1kg, 1박스 - 딸기",30020,"과일","전국에 우수 딸기 농장과 계약한뒤 직접 방문하여 항상 철저한 검수를 거쳐 최대한 빠르게 배송합니다. 또한 딸기는 비타민C가 풍부하여 피부건강, 노화방지 및 면역력 증가에 도움을 준다.",200,"/projectPhoto/과일/딸기/맛가득 프리미엄 여름딸기 500g 1kg 2kg, 여름딸기1kg, 1박스 - 딸기/상세정보.png","productImage/PROJECT_PHOTO/과일/딸기/맛가득 프리미엄 여름딸기 500g 1kg 2kg, 여름딸기1kg, 1박스 - 딸기/main.jpg","productImage/PROJECT_PHOTO/fruit/strawberry/matgadek/"
"PD_00035","명일원 딸기 고냉지 여름딸기 정품 1kg 생딸기 과수랜덤",19900,"과일","해발 500M 이상의 높은 산지에서 생산된 딸기를 말하며 신맛이 적고 단맛이 강하며 쉽게 물러지지 않는 것이 특징이며, 서늘한 환경덕분에 여름 딸기로 주로 출하한다. 딸기는 피부건강, 노화방지 및 면역력 증가에 도움을 준다.",200,"/projectPhoto/과일/딸기/명일원 딸기 고냉지 여름딸기 정품 1kg 생딸기 과수랜덤/상세정보.png","productImage/PROJECT_PHOTO/과일/딸기/명일원 딸기 고냉지 여름딸기 정품 1kg 생딸기 과수랜덤/main.jpg","productImage/PROJECT_PHOTO/fruit/strawberry/myungilwon/"
"PD_00036","[한정수량] 코코 받자마자 바로먹는 후숙 최상급 아보카도 - 아보카도",8240,"과일","숲 속의 버터'라 불리는 아보카도는 부드러운 식감과 풍부한 영양을 자랑합니다. 오메가 3와 같은 불포화지방산이 풍부하여 심혈관 건강에 도움을 줍니다. 남미와 뉴질랜드에서 시기에 맞춰 가장 최상급만 선별하여 직수입합니다. 후숙해서 드시면 더욱 고소한 맛을 즐길 수 있습니다.",200,"/projectPhoto/과일/아보카도/[한정수량] 코코 받자마자 바로먹는 후숙 최상급 아보카도 - 아보카도/상세정보.png","productImage/PROJECT_PHOTO/과일/아보카도/[한정수량] 코코 받자마자 바로먹는 후숙 최상급 아보카도 - 아보카도/main.jpg","productImage/PROJECT_PHOTO/fruit/abocado/hanjeong/"
